logFC logCPM PValue FDR
arugula 6.78018414742044 10.4024484957272 3.00457767500615e-27 2.40738781632193e-24
olive 6.54960728960613 11.7200559076092 3.41942062816317e-27 2.59946280974782e-24
currant 6.35899627990884 11.3505141628641 3.50384383521497e-27 2.59946280974782e-24
peach 6.44414242878031 9.19844913529465 6.71507752608211e-27 4.80391849731967e-24
mango 6.3223739304477 13.0405370628853 9.05202874409547e-27 6.25245475079229e-24
okra 6.28545631456448 9.52883612178239 1.1019304193085e-26 7.35758940972287e-24
blueberry 6.33054417170537 10.4863301778888 1.97296602796728e-26 1.27485427439395e-23
lentil 6.31365380992796 11.5919760682851 5.4647397733835e-26 3.42075632502015e-23
lettuce 6.19783428758274 11.5462020151418 5.91018682297083e-26 3.58748340154329e-23
wasabi 6.02043231879818 14.0565993588116 1.34686144877705e-25 7.93499461189795e-23
beet 6.53617787145523 4.11125196922077 1.58286833759319e-25 9.05898162009405e-23
rhubarb 6.14135285403979 11.7923088578185 2.68512915221092e-25 1.49405061244269e-22
pomegranate 6.04314117490774 7.51294602049368 5.25174656284035e-25 2.84318203784473e-22
grapefruit 6.0247026744478 9.1076063971082 1.64041607820459e-24 8.64715117434634e-22
onion 5.93099091932053 9.49540914983731 2.30797969222979e-24 1.1854138773091e-21
mushroom 5.97584706610087 8.0442157718038 6.10845671450112e-24 3.0589624112043e-21
clementine 5.98447963902747 10.0725907334997 1.05135040825886e-23 5.13648781166666e-21
tomato 5.80523234920144 9.46862128165603 6.34974582309358e-23 3.02837520434256e-20
chard 5.72813251488631 10.510037954047 8.38417976133609e-23 3.90566290230984e-20
avocado 5.57358485802579 10.9125785430609 1.34918166959398e-22 6.14214955082658e-20
banana 5.63017133842845 9.63640102102803 2.99152650487706e-22 1.33162816487094e-19
kohlrabi 5.50756107410605 9.96055525734444 3.61792937489542e-21 1.57545094148979e-18
asparagus 5.31051737895763 8.51227043565962 4.72967678142663e-21 2.01574799167568e-18
raspberry 5.36822002474105 8.4518343939609 2.04191502823773e-20 8.52116665221457e-18
eggplant 5.07661690224966 10.4690517975533 1.11833187523103e-19 4.57169505974547e-17
parsnip 5.05282243812073 9.22627278158301 1.22679401501044e-18 4.91478218293483e-16
GRAMD4 -2.00684410735113 4.24710749181085 4.03880016527896e-05 0.0158629815903339
MSANTD4 1.99051859512506 5.5973197362887 5.87056176911726e-05 0.0226140813071515
E4F1 -2.36674399654681 -1.4141187873992 9.22383696896879e-05 0.0348608827029083
FAM179A -1.8881306406008 6.77918996101713 0.000120384602951693 0.0446559996615809
ARHGEF19 1.84664679351612 6.04886892253893 0.00016066967017073 0.05851589387618
SEL1L2 1.86349839504494 3.01804331169354 0.000168855576704705 0.0603990367316418
MED12 -1.84528040884634 2.5684519707261 0.000187697993334944 0.0659610263946012
FOXP1 -1.78549258674592 5.73916986829362 0.000215314167117379 0.0743613462332452
LARP1B 1.865898031891 2.41266192543251 0.000232967513391788 0.0790944450974729
NDUFB7 -1.78232599161137 6.04198625726129 0.000281129083241987 0.0938549444403375
TMEM30A -1.77584488423849 3.85808894072556 0.000310862121824779 0.102079986266757
RGS5 -1.77025793667664 5.88622644809373 0.0003518425920116 0.113673531622328
SUV39H1 1.71936900137834 5.78028101543765 0.00036114654371106 0.114827403445655
HMGCL -1.73268322160659 5.76577386620275 0.000373803306310063 0.115781910175584
IRX2 -1.75927333429446 3.36876097481004 0.000375708859338675 0.115781910175584
LHFPL5 1.73496703555193 4.77153100495003 0.000404162726880618 0.122663387608268
ANAPC15 1.69137672791542 4.96396443456934 0.000497422627297715 0.148714517125381
TUBA8 1.71038355208359 2.16587130087673 0.000564553804331689 0.166302606684824
SPP2 1.64496282283715 6.5700952915432 0.000592617530124189 0.169635605688878
CNKSR1 -1.7016257548386 5.03202805615419 0.000592805770966076 0.169635605688878
TMEM100 1.64655532037123 4.52410581947817 0.000659037821577352 0.185932205690365
RAB2A 1.63256017462982 4.23656311838146 0.000735232313310546 0.204547756498938
MECR 1.63850994474572 7.57412347447141 0.00076395418267114 0.209626934699803
ZNF860 1.6411848450614 4.16067890474702 0.00087077744715328 0.235710041134153
ACO2 -1.62592517181789 6.98156542825876 0.000922367138795959 0.246345815429625
MAML1 -1.61781655245628 3.08935226796208 0.000965381094519428 0.254441430319982
ANKRD11 -1.59284735824048 4.11742077959444 0.000990376260174494 0.25763930996825
PGK1 -1.59789721987952 3.18265907682011 0.00102831114465469 0.264078212033053
CYB561D1 1.59096015246457 5.98961417399832 0.0010549417977882 0.265352942009915
DTNBP1 -1.57988919034812 5.96637208270307 0.00105976912589453 0.265352942009915
AC004076.9 1.594738578352 4.2520074120953 0.00107619716694643 0.266139573470418
GART 1.6370287041198 2.08062258706763 0.00115595780718934 0.282377937022069
AC018638.1 -1.6023840661564 5.06985750757538 0.00127295754960963 0.307212200918441
RASGRP4 -1.59279149979889 3.55496121766165 0.00130281219574938 0.310674179679235
ANGPTL5 -1.57050804706316 4.66655546115471 0.0013804026895 0.325304073804406
VSTM5 -1.57877233053636 3.57280598095311 0.00143653057281836 0.334594696559588
CHAC2 1.52356785399673 5.78502519061654 0.00146575429387367 0.337477290351533
DPY19L2 1.57724133829479 4.86095366997702 0.00152316985808849 0.346711538947392
SRF -1.5949465283446 3.32392034875173 0.00160956025358797 0.362259566737309
TRANK1 -1.7381242427643 -1.14313260430752 0.0016308457265121 0.362971897197376
ABCA5 -1.53486598885376 5.20752544052708 0.00166786453224292 0.367131807091846
MBLAC1 -1.51891584421903 2.40362309973538 0.00183423209955453 0.396875822686625
C16orf91 -1.56746733788138 4.39140588857952 0.00184261651988698 0.396875822686625
ICE2 -1.50553527570162 6.38270443337812 0.00194412829655449 0.411566096389776
CTD-3105H18.14 -1.4948608249626 5.36393346972298 0.0019667878224724 0.411566096389776
FBXO40 1.50835119684967 7.09586808641937 0.00199222458399828 0.411566096389776
USP17L26 1.47803053277433 6.75248293948187 0.0019930064075587 0.411566096389776
DPY19L1 -1.52005211918256 7.00466805098213 0.00203678890195727 0.415850186041786
ORAI2 -1.53014092542778 3.9604928913878 0.00205527274814721 0.415850186041786
OR56A3 -1.50533616275678 6.45987947929359 0.00207646053407472 0.415935809580508
POLR2D -1.46147471096215 4.03519745089767 0.00229790527091649 0.455736044373547
GP1BA -1.48001517490163 4.2004940208698 0.00232792854047722 0.457164084257835
RP11-134F2.8 1.52260374981728 3.15500189839966 0.00238454129407931 0.459445962590781
FAM71F1 -1.49896719191529 5.77763368846533 0.00240277088226969 0.459445962590781
MMRN2 -1.45933792949573 5.44069916448861 0.00240835834816195 0.459445962590781
TRIM40 -1.45685273877195 3.78772422755928 0.002434408482521 0.46003430484319
ADAM20 1.46594113379387 5.92756810750488 0.00248164100664784 0.464577112188438
LRRK2 -1.49190684715868 5.79278689747769 0.00254607735937626 0.472226625793202
C2orf42 -1.52868079884113 4.9479242916858 0.00262092194319274 0.479295145344854
AL138751.1 1.45755711618424 7.48818271736301 0.00263204363176746 0.479295145344854
TPCN2 1.47351818989686 2.99704033860826 0.00268345156066519 0.482383685557558
GP5 1.43800880313823 5.84789031410053 0.00271915624246785 0.482383685557558
CT45A10 1.46176532494228 7.63493750506577 0.00272124988607678 0.482383685557558
NAA60 -1.45024264030306 5.11169830936718 0.00286056648560888 0.502631642747644
SLC6A19 1.44857725170444 4.31051226319986 0.00293659037295236 0.51150297183138
PARP11 1.41887091185507 5.59537469331395 0.00301872888390518 0.520246642715516
C21orf91 1.44465960988302 4.2304897916622 0.00303873282400856 0.520246642715516
LCE3C 1.44955531349364 4.96640174384339 0.00320708934957926 0.542124170405217
SEBOX -1.47187259144264 0.548757424585515 0.00322064681135345 0.542124170405217
IFI44L -1.46679041237019 1.21171481267242 0.00326371131889429 0.544795011906429
CNOT10 1.51150825256741 -0.251710960132031 0.00331194940718373 0.548278170043779
SLC38A4 -2.7769344159914 -3.44237415677803 0.00344598844702995 0.565791758872598
KIAA0100 -1.38687070974835 5.49091118629211 0.00350535803590201 0.567276281855826
OR52L1 1.41518241571628 4.98376700941061 0.00351166985922433 0.567276281855826
ZNF154 1.38523079364602 6.25171485546523 0.00372514498606987 0.596947033727725
WNT5B 1.41405639951982 5.84886526741463 0.00383865829272281 0.605252083989992
PHTF1 -1.37955728210127 5.77183809650746 0.00384152797110529 0.605252083989992
PTPRF -1.43272093911126 5.71734289773322 0.00394452829430372 0.605252083989992
FUCA1 -1.36795237558297 5.43943937317233 0.00397146958813867 0.605252083989992
LRRC10 1.40738530430491 3.8589418973536 0.00399756381945683 0.605252083989992
IL17RE -1.39531613966472 5.27609513620397 0.00401023133243984 0.605252083989992
SPPL2B -1.36573436465631 6.11858922324519 0.00411818506304406 0.605252083989992
DDX31 -1.39840427915381 3.90425905941278 0.0041337683674079 0.605252083989992
ITGB5 -1.38460592669908 5.64248577234606 0.00415834928447511 0.605252083989992
DNMT3L 1.39720347295386 4.13280451302997 0.00419562133826253 0.605252083989992
PSPH 1.3642494163392 6.30084745315575 0.00424436570865563 0.605252083989992
CSTF1 1.37245321072849 3.94118187099402 0.00426191954564063 0.605252083989992
ZNF835 -1.37590877345959 7.50288701031755 0.00428712408421022 0.605252083989992
SGO2 1.35924007246114 5.96585682108963 0.00434863429499563 0.605252083989992
ZNF425 -1.36596600686412 6.56771741649104 0.00440595103903396 0.605252083989992
CARD11 -1.37925433266669 5.6573195235927 0.00440595257909727 0.605252083989992
SATB1 -1.36682467355429 4.86566790527888 0.00446641457662668 0.605252083989992
TEX13A 1.35851384215059 4.09902562414741 0.00446800970972659 0.605252083989992
OR2AT4 -1.34601746886765 5.64634786611868 0.00447034561092246 0.605252083989992
HHLA3 1.37271800549944 4.34491675661325 0.00447244409589797 0.605252083989992
EFCC1 -1.80094019429108 -2.15446741771774 0.00447435476295587 0.605252083989992
RAB42 1.3600565617441 7.35399392397901 0.00449083643623842 0.605252083989992
TAS1R3 1.36853724616809 4.64673284703533 0.00449888865662393 0.605252083989992
BZW2 1.3652308799072 5.75497242913519 0.00450214969370021 0.605252083989992
juniper 1.39242969959656 3.52246080468143 0.00454084089683147 0.605888679258191
EHF 1.39777407968226 1.25456164993787 0.00456738008926099 0.605888679258191
PAGE1 1.36851222415917 3.34259528359857 0.00479947973950695 0.632489333303051
C14orf166 1.35166919638263 3.40421729148825 0.00511342066903198 0.664860405975687
C20orf96 1.36451253662973 6.96817098468889 0.00511779303969137 0.664860405975687
EGFR 1.36450655230214 2.44392672553405 0.00518165479761782 0.664860405975687
PIGF -1.33175495315485 5.58230328390987 0.00518533722135167 0.664860405975687
PYCR2 1.35813047369577 3.00467104840332 0.00521107701753197 0.664860405975687
SPARC -1.40554248143031 1.68569246616996 0.00526795924183495 0.66786387071643
KIRREL -1.35119424264418 6.28133406237818 0.0053234372704256 0.66810098424423
DKKL1 -1.39855192159617 4.52615516377961 0.00533653624277753 0.66810098424423
ANTXRL 1.33253037563612 3.48743384995036 0.00548518439632352 0.671536321727329
SCN10A 1.31522780509104 6.35864072362209 0.0054862087969941 0.671536321727329
CEBPG 1.35951619978874 4.54323856303408 0.00551220442335342 0.671536321727329
TFF1 -1.36187146176143 6.19942489292836 0.00553725843916936 0.671536321727329
H2AFY -1.33742599502706 4.82817488637438 0.0055927479697818 0.671536321727329
CHCHD2 -1.32251230604075 5.47021514850617 0.00559476056005676 0.671536321727329
TSPAN4 -1.3904210808794 3.24336467854949 0.00560935377656485 0.671536321727329
SPDYA -1.34082836050063 7.66337652769243 0.00565535195366894 0.671536321727329
TRAPPC10 1.33144540745074 3.74364601432239 0.00569747389121497 0.671536321727329
DEFB127 -1.32819497260719 5.66897740197939 0.0057173314778663 0.671536321727329
RP1-66C13.4 -1.37558600921111 4.61467721527138 0.00573274978859634 0.671536321727329
GDA 1.43392459462819 3.19539011524209 0.0057841201326498 0.673614595215745
AGER -1.31557013742711 5.02358725603279 0.00597246561598657 0.687216170338091
CCDC121 1.35912683749602 5.44906979452284 0.00602878748524233 0.687216170338091
NOXA1 1.29999472386136 5.28615607760058 0.00604382275597016 0.687216170338091
TFPI2 -1.36154099505072 1.40677114431602 0.00605478086094501 0.687216170338091
BBX -1.33593503379498 4.04584274192196 0.00607245080873856 0.687216170338091
SCAMP3 -1.31341254346594 5.79371085994306 0.00625496227110258 0.703894096923909
STRN -1.32178496158453 1.79703476742445 0.00639188668862325 0.715284258434706
MARCH10 1.3130705616116 6.19073460699939 0.00648391809585454 0.721552018767012
PSME4 -1.29243257035454 6.47018330049047 0.00669751042078065 0.741203487506393
C9orf131 -1.32952195842464 2.75654203151042 0.00678847025567908 0.747142020283009
DCLK1 -1.30647036179919 4.6973848199317 0.00685546283155481 0.750392218463794
C8A 1.27633017184767 5.40424341527456 0.00697467574350193 0.754020849749761
AKR1D1 1.31577942301012 5.54337207424945 0.00698764887569844 0.754020849749761
RP11-231C14.4 -1.30818711828658 6.26213217775947 0.00702660318329107 0.754020849749761
SMARCE1 1.31131841916811 6.14308047913772 0.00705336322915834 0.754020849749761
LRRC8A -1.29302890146849 6.14771285318201 0.00707682690594354 0.754020849749761
RRP7A -1.30553682092254 5.67950861595457 0.00711867114712039 0.754379355161323
KCNA2 1.31735585913131 4.69839812499441 0.00717861050325461 0.754379355161323
ABCB11 -1.34099749195766 2.06752203401054 0.00723696209243311 0.754379355161323
CLINT1 -1.32309337038382 5.71808639599404 0.00725119738485967 0.754379355161323
GAGE12J 1.29328570597719 3.70165361923703 0.00730882438634916 0.754379355161323
ACTRT1 1.28038656998308 4.26691120472397 0.00740276112427799 0.754379355161323
OR1J1 -1.32288455954734 4.50608394174745 0.00743979394228332 0.754379355161323
TSC22D2 1.30814695352284 3.97369097821892 0.0074625061936425 0.754379355161323
USP26 1.27932632526077 7.02936820572413 0.00746898671357427 0.754379355161323
LCE3D 1.31593113559493 2.96974880652401 0.00749281150013138 0.754379355161323
ATG12 1.29166186418051 4.72283231087804 0.00751983538213935 0.754379355161323
USP22 1.2812880296048 5.6553147083908 0.00754377381262367 0.754379355161323
ARHGAP19-SLIT1 -1.3577689465377 0.581192965878342 0.00756977936136119 0.754379355161323
ACAD8 -1.30462774506196 1.93809577092914 0.00760809291651512 0.754444105003536
CCDC85C 1.28449778925114 4.4693349545717 0.00773979343487827 0.759322974795393
ABHD13 -1.28426561069126 6.45212446098334 0.00779432574805503 0.759322974795393
ARPC5L 1.28444740150336 5.67483598163806 0.00780307834514195 0.759322974795393
L3MBTL2 1.29149118321587 4.53776507611271 0.007808922810037 0.759322974795393
OR5K4 1.26925431227888 5.8760806876423 0.0080686757971707 0.776449684715898
AC138647.1 1.3200191092237 2.83644252339635 0.0080890326980608 0.776449684715898
HIST1H3G 1.2873550742981 5.28162455064987 0.00812539431461909 0.776449684715898
ARPC2 -1.25509041206449 6.65807442192925 0.00814152331512765 0.776449684715898
CARD10 1.28263221903443 4.63847535579401 0.00817886693001121 0.776449684715898
ADAMTS10 -1.27167907947545 3.28053412121302 0.00822633853063411 0.777272580694019
AC073657.1 1.32463082048157 3.40330191196316 0.00843026579821789 0.792801193446491
ADAM21 1.26739910600407 3.63849468050428 0.00850928271543456 0.796492719966681
UACA 1.27660798460485 5.93807831439533 0.00859615254414853 0.800881542380648
LMNTD1 -1.25198198096832 6.48954789759996 0.0086375465813086 0.801012479491632
THAP4 -1.25218876115336 5.42262046585757 0.00885697063376688 0.817575939009145
TBP 1.26967123397535 3.00088845312513 0.00894062767772259 0.82151244501129
CFH 1.22778388522041 5.35152917264564 0.00927798898941071 0.839802090202412
TCHP -1.24872982865483 7.63161190654137 0.00932164280641505 0.839802090202412
ADGRL4 -1.24635518050434 3.36616031105661 0.00933314296333789 0.839802090202412
UNG 1.28075602612951 5.38821870900612 0.00942353761345144 0.839802090202412
TMCO4 1.24510084452942 4.84874218006106 0.00947522171608642 0.839802090202412
FKBP15 1.27451523144327 3.41529351604952 0.00947789674377601 0.839802090202412
CIB2 1.25429747416466 6.70455704217053 0.00948242234330284 0.839802090202412
TCP10L -1.23514293989721 5.71958553141457 0.00951498435656524 0.839802090202412
ZKSCAN2 1.24906256005859 5.25744596605642 0.00951700237012368 0.839802090202412
AC110602.1 -1.23045673186824 7.09142679367837 0.00960145590612719 0.843538435331727
C5orf24 -1.22486268229267 6.29243146801565 0.00970060874722989 0.848527920592847
GPC5 -1.25798399599938 5.13033399918363 0.0097850432490308 0.852192179657982
TSPAN33 1.21761859124553 5.23842445805507 0.00986221195801318 0.85452536792542
PTPN2 1.23523216575387 6.51408312695374 0.0099014729845234 0.85452536792542
C15orf53 -1.22986550313924 4.9841748754968 0.00993981382490254 0.85452536792542
DEPDC5 1.2427320224677 3.36070192965645 0.0100373453166685 0.855231084871529
LINS1 -1.24471975232831 4.33089487279608 0.010066085543989 0.855231084871529
MRPL49 1.26456527749723 5.68570430068715 0.0100887717689284 0.855231084871529
RBM14 -1.22004373836199 6.38743450061648 0.0101326359981988 0.855231084871529
ABHD14B -1.22172583406147 5.31475133520132 0.0101633558279474 0.855231084871529
ABHD12B -1.21259414495367 5.18263114986692 0.0103101132631064 0.855231084871529
PLEKHD1 1.22952363766467 6.08916924447349 0.0103233159688321 0.855231084871529
FBXL6 1.24575659774106 5.37984637685453 0.010375833750152 0.855231084871529
ADCYAP1R1 -1.22609595978687 4.89602362464994 0.0103914022482218 0.855231084871529
TSPAN31 -1.23813838287872 4.35162390095909 0.0103926902885992 0.855231084871529
OLFM3 1.23216031820003 2.94267820414205 0.0104176718440743 0.855231084871529
UBXN6 -1.21274293662983 6.93178497258391 0.0105422163157941 0.861923000088454
PELI1 -1.22172097697051 6.15354590848755 0.0105943376977391 0.862663326924442
LRRC32 -1.26791597904305 2.87542693089267 0.0106611074871077 0.864585603539488
pumpkin -1.20657502210577 5.19170445725914 0.0108023346315378 0.86567079719738
MED27 1.26808876702088 0.758085378123547 0.0108087275577999 0.86567079719738
CBLN2 -1.23079048002581 2.13266965155964 0.0108721858211232 0.86567079719738
CLDN19 1.26728385689084 1.17360159393222 0.0108756722083843 0.86567079719738
ABCD1 -1.22423997543722 3.76882213599018 0.0109317852034948 0.86567079719738
YIPF3 1.2232725530475 5.9364212124161 0.010933788212817 0.86567079719738
SLC35F1 -1.23332638640832 3.91489938716058 0.0109876691359211 0.866511812841087
CAPN6 -1.22578410833866 4.73000985446782 0.0111697472258926 0.869498285930421
CPS1 1.24106818442918 6.01508770921317 0.0112196693692836 0.869498285930421
C1QTNF2 1.23415909191307 5.75516989379672 0.0112418405263865 0.869498285930421
OR52N2 1.22675985621547 7.55695488023561 0.0113129333747729 0.869498285930421
MAGEB2 1.23301220302926 5.71490041578404 0.0113767209518322 0.869498285930421
FBXL19 1.21362461304725 3.68618026814786 0.0114510939892139 0.869498285930421
HYAL2 -1.21280791290082 6.79961030480056 0.0114545835075516 0.869498285930421
CHMP6 1.25617954796712 7.00690653390739 0.0115062479659261 0.869498285930421
CASP5 1.24313909119954 2.04057697929405 0.011570089691805 0.869498285930421
TMEM171 1.21002679822345 3.65702660933665 0.0115980297974413 0.869498285930421
IL22 -1.20155549360499 5.99868537573072 0.011708011765656 0.869498285930421
RGS20 1.19626644039598 4.95885679542628 0.011729123571056 0.869498285930421
CTB-96E2.2 1.18974822045036 6.66622589975631 0.011772299361576 0.869498285930421
ESPL1 1.19664298808393 6.23857257244489 0.0117929173708608 0.869498285930421
NEUROD4 1.2244800530674 1.12179548220116 0.0118831979995327 0.869498285930421
RP11-318A15.7 -1.22944840197943 2.41804589322707 0.0119152010992842 0.869498285930421
AL590235.1 -1.19700418055667 6.00209100086571 0.0119526633995556 0.869498285930421
ZFP3 1.23695997919441 4.3061919948493 0.011955629625135 0.869498285930421
MAF 1.19228276397795 5.84790714682831 0.0120028801100735 0.869498285930421
RPGRIP1 -1.20442944361311 6.12487346275785 0.0120753421408202 0.869498285930421
TRMO 1.18231392177394 5.14505059977827 0.012079531194305 0.869498285930421
TBX19 -1.20240957039239 4.61254829312792 0.012110420492326 0.869498285930421
LRRC2 -1.21221898165126 4.25728883334513 0.0121297560978988 0.869498285930421
MYO15B 1.24000352538931 2.05690677113929 0.0121838329762689 0.869498285930421
SUB1 1.20103796113903 4.16341537331034 0.0122030728332746 0.869498285930421
GSTM5 1.21604817811039 4.89599194554607 0.0122332743082812 0.869498285930421
ARHGAP45 1.21813072539874 3.32342238263073 0.0122334453340219 0.869498285930421
OR2T29 1.23979240762149 5.93581894441992 0.0122682970904223 0.869498285930421
FNIP2 1.18508953076604 6.30706102251292 0.012341285968453 0.869498285930421
FAM46A -1.22494669416678 1.70117991081064 0.0123866436650223 0.869498285930421
APOC3 -1.19526867967597 5.83346730488378 0.0124178784065803 0.869498285930421
LMTK3 -1.21249905433956 4.94372641246534 0.0124400975819948 0.869498285930421
KAZN -1.26377704779819 3.46351850748057 0.012457990517799 0.869498285930421
SPINT3 1.1867031605417 6.06592301413266 0.012530655742241 0.870062651566848
SCN2A 1.20361642028904 4.76016817489151 0.0125731679857911 0.870062651566848
AC138645.2 1.20173797708995 6.15705916086726 0.0126355570859962 0.870062651566848
CD1E 1.189439153409 6.63252839873729 0.0126398198595154 0.870062651566848
GABARAPL2 1.2131856504713 2.86893638168363 0.0129942712017117 0.881012100456587
LAMB4 -1.36979229374869 -1.12306111087293 0.0129962676041124 0.881012100456587
ACR 1.23601995608712 2.98262730145752 0.0130273235908204 0.881012100456587
ZNF561 1.17763652383628 6.25619681104591 0.0130785133345029 0.881012100456587
NUDT21 1.18316679538827 6.48712995771616 0.0131037516372186 0.881012100456587
LRRC4 -1.20270958552113 6.10616697155183 0.0131595629729828 0.881012100456587
LATS1 1.18301785253187 4.63395273960917 0.0132300685632505 0.881012100456587
CLGN 1.18590870351463 7.86528382184578 0.0132559846748744 0.881012100456587
KCNQ5 -1.1784270269041 5.6619339839215 0.0132736113655172 0.881012100456587
GRIK4 1.18599815602201 6.30793275985391 0.0133212896148124 0.881012100456587
C5orf42 -1.17162008996064 5.42542058856799 0.0133498548220149 0.881012100456587
IQGAP2 1.18963017820382 3.71505353273903 0.013365598057745 0.881012100456587
OR10P1 1.18443840588441 6.11995460952616 0.0134249087638587 0.881012100456587
STK25 -1.20972700780123 5.14047239276839 0.0134369884558397 0.881012100456587
SIGLEC1 -1.19177567882908 5.59421384495768 0.0134586242693683 0.881012100456587
RP11-546B8.6 -1.17388380760415 6.59877309425285 0.0135251187342189 0.882480955586769
MTPAP 1.17481958802767 6.08891163534999 0.0136994239826075 0.885627549993645
CDH4 1.17204660037866 3.66575847722135 0.0137015578523821 0.885627549993645
MYL10 -1.19600291475586 5.28117745501693 0.0137433265642334 0.885627549993645
SAXO1 1.19862864912484 6.01859891875872 0.0137501955992224 0.885627549993645
FGF11 -1.20317692250157 3.30588460984319 0.0138499505292818 0.885704671067737
AC016991.1 -1.17474797729942 3.5077237065418 0.0138941237391574 0.885704671067737
VDAC3 -1.173802289686 5.22289511975576 0.0139285111274515 0.885704671067737
OTOG -1.17674366659532 5.57516128314733 0.0139740159745018 0.885704671067737
ZNF518A -1.18045515956568 7.46578257033241 0.0140226498322029 0.885704671067737
TMED2 -1.23652726010897 4.61684994481429 0.0140809137559603 0.885704671067737
PRR5L 1.18941057064395 5.8460866248763 0.0140844599225964 0.885704671067737
TRO 1.23565865113381 0.833882989230984 0.014137018321303 0.885704671067737
UBE3C -1.18429103591144 7.50124227233258 0.01418685822186 0.885704671067737
EIF4A3 1.18668028843719 2.66909851612004 0.0142037606538231 0.885704671067737
IGF2BP2 -1.17933019630005 5.72959163453982 0.0142391552610821 0.885704671067737
ROPN1 -1.1701959040385 6.78515694203825 0.0143122595841436 0.885704671067737
AC107081.1 1.17898001818715 7.30337001628194 0.014326280826638 0.885704671067737
ZRSR2 1.17095030391067 4.82028531991905 0.0143704267433985 0.885704671067737
FAM124A -1.36719294345136 -1.35719932312423 0.0145950265465564 0.893490913205819
DHX16 -1.22174547664774 6.96122597725465 0.0146004016595381 0.893490913205819
CECR6 -1.15649612477013 6.4599619135794 0.0146305735875148 0.893490913205819
C11orf74 -1.20756783647758 1.79864690200746 0.0147054725979624 0.895335324041901
COL4A3BP 1.19687699035098 6.24895914586513 0.0148134741913884 0.899177883417275
GLIPR1 1.19170187725132 3.82434604916539 0.0150887507475879 0.913120139652368
TDRD1 1.16686456676108 2.05854427482847 0.015288287607762 0.922408702021329
NECTIN2 -1.17022909628769 3.25038199389804 0.015372889944246 0.922961471655486
KRIT1 -1.16135574475018 4.71660973626156 0.0153896026924733 0.922961471655486
TPPP2 -1.15685063777694 4.91463823178321 0.0154375195028785 0.923071501976593
USP17L22 1.19357186151134 1.9493350945393 0.0156219009808632 0.931316364725213
SLC39A3 1.15928649718294 7.23259820417718 0.0158142599589816 0.939766764263578
PRKD1 -1.15319213910555 6.21381038522499 0.0158574792232584 0.939766764263578
ZCCHC7 -1.16018538254683 6.22330194113322 0.0159193283772221 0.940649164377983
GRN 1.14814030603332 5.13202982128616 0.0160204637170191 0.94384090798709
TMEM249 -1.16344052345358 4.49479753569208 0.0161145931533707 0.944744599994127
CBY3 -1.21173540259176 1.30867828627098 0.0161464306380331 0.944744599994127
PKP2 -1.18219468623213 4.47494439066114 0.0161772950825214 0.944744599994127
ASB16 -1.14297333558665 6.76285698957444 0.0163541619028018 0.947420089593669
UBA7 -1.1780308044664 2.66076203931522 0.0163691909020761 0.947420089593669
CKAP2L -1.18431195132498 4.26815593112095 0.0164248889868747 0.947420089593669
CORO7-PAM16 1.15370167674898 6.13953035058072 0.0164415201612818 0.947420089593669
SSX4 -1.13401668939131 5.44080515786356 0.0164595971832957 0.947420089593669
APC -1.16855198217738 2.86128458905558 0.0165654304124083 0.950087131050123
C17orf75 1.14212908251357 6.86254405657733 0.016615603964276 0.950087131050123
